recruitment, n_pat, interim_events, final_events, n_ctrl, n_trt, hazard_ctrl, censoring_prop, crossing, effect_size_ph, hr_before, hazard_trt_before, hazard_trt_after, random_withdrawal, median_survival_trt, median_survival_ctrl, rmst_trt_6m, rmst_ctrl_6m, gAHR_6m, AHR_6m, rmst_trt_12m, rmst_ctrl_12m, gAHR_12m, AHR_12m, milestone_survival_trt_6m, milestone_survival_ctrl_6m, milestone_survival_trt_12m, milestone_survival_ctrl_12m
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 182.625, 0.5, 1.5, 0.00284660033084166, 0.00062694801283429, 0, 459.02239115943, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 245.017789559872, 263.472181842347, 0.991290637719295, 1.00627519244748, 0.594603557501361, 0.707106781186548, 0.530276470355471, 0.5
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0, 182.625, 0.5, 1.5, 0.00284660033084166, 0.00062694801283429, 0, 459.02239115943, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 245.017789559872, 263.472181842347, 0.991290637719295, 1.00627519244748, 0.594603557501361, 0.707106781186548, 0.530276470355471, 0.5
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000701075429536279, 0, 429.79782597481, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 244.339575237876, 263.472181842347, 1.00287307400066, 1.02359312916151, 0.594603557501361, 0.707106781186548, 0.523146214194809, 0.5
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000701075429536279, 0, 429.79782597481, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 244.339575237876, 263.472181842347, 1.00287307400066, 1.02359312916151, 0.594603557501361, 0.707106781186548, 0.523146214194809, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000744785743778033, 0, 415.291638140741, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.942485418549, 263.472181842347, 1.00939151087096, 1.03380056355724, 0.594603557501361, 0.707106781186548, 0.518986772902805, 0.5
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000744785743778033, 0, 415.291638140741, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.942485418549, 263.472181842347, 1.00939151087096, 1.03380056355724, 0.594603557501361, 0.707106781186548, 0.518986772902805, 0.5
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000816115629222586, 0, 394.956180699303, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.29895215165, 263.472181842347, 1.01963277668156, 1.05044487532011, 0.594603557501361, 0.707106781186548, 0.512269972840852, 0.5
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000816115629222586, 0, 394.956180699303, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.29895215165, 263.472181842347, 1.01963277668156, 1.05044487532011, 0.594603557501361, 0.707106781186548, 0.512269972840852, 0.5
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000486004345013356, 6.15835722275106e-05, 1252.28701177825, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.628301377406, 326.125035191387, 1.03267378727518, 1.15567798047234, 0.840896415253715, 0.890898718140339, 0.7694776748628, 0.7937005259841
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000486004345013356, 6.15835722275106e-05, 1252.28701177825, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.628301377406, 326.125035191387, 1.03267378727518, 1.15567798047234, 0.840896415253715, 0.890898718140339, 0.7694776748628, 0.7937005259841
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000506681108816598, 6.29670549296601e-05, 1208.63598871466, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.355296203026, 326.125035191387, 1.03597415555755, 1.1712792533906, 0.840896415253715, 0.890898718140339, 0.766577533888161, 0.7937005259841
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000506681108816598, 6.29670549296601e-05, 1208.63598871466, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.355296203026, 326.125035191387, 1.03597415555755, 1.1712792533906, 0.840896415253715, 0.890898718140339, 0.766577533888161, 0.7937005259841
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 6.32180996858039e-05, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 6.32180996858039e-05, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 6.32180996858039e-05, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 6.32180996858039e-05, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 182.625, 0.5, 1.5, 0.00284660033084166, 0.00062694801283429, 0.000117354295204053, 459.02239115943, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 245.017789559872, 263.472181842347, 0.991290637719295, 1.00627519244748, 0.594603557501361, 0.707106781186548, 0.530276470355471, 0.5
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.1, 182.625, 0.5, 1.5, 0.00284660033084166, 0.00062694801283429, 0.000117354295204053, 459.02239115943, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 245.017789559872, 263.472181842347, 0.991290637719295, 1.00627519244748, 0.594603557501361, 0.707106781186548, 0.530276470355471, 0.5
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000701075429536279, 0.000125252010256915, 429.79782597481, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 244.339575237876, 263.472181842347, 1.00287307400066, 1.02359312916151, 0.594603557501361, 0.707106781186548, 0.523146214194809, 0.5
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.1, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000701075429536279, 0.000125252010256915, 429.79782597481, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 244.339575237876, 263.472181842347, 1.00287307400066, 1.02359312916151, 0.594603557501361, 0.707106781186548, 0.523146214194809, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000744785743778033, 0.00012970946018596, 415.291638140741, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.942485418549, 263.472181842347, 1.00939151087096, 1.03380056355724, 0.594603557501361, 0.707106781186548, 0.518986772902805, 0.5
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.1, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000744785743778033, 0.00012970946018596, 415.291638140741, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.942485418549, 263.472181842347, 1.00939151087096, 1.03380056355724, 0.594603557501361, 0.707106781186548, 0.518986772902805, 0.5
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000816115629222586, 0.000136690662435362, 394.956180699303, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.29895215165, 263.472181842347, 1.01963277668156, 1.05044487532011, 0.594603557501361, 0.707106781186548, 0.512269972840852, 0.5
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.1, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000816115629222586, 0.000136690662435362, 394.956180699303, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.29895215165, 263.472181842347, 1.01963277668156, 1.05044487532011, 0.594603557501361, 0.707106781186548, 0.512269972840852, 0.5
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000486004345013356, 0.000238287975554374, 1252.28701177825, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.628301377406, 326.125035191387, 1.03267378727518, 1.15567798047234, 0.840896415253715, 0.890898718140339, 0.7694776748628, 0.7937005259841
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000486004345013356, 0.000238287975554374, 1252.28701177825, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.628301377406, 326.125035191387, 1.03267378727518, 1.15567798047234, 0.840896415253715, 0.890898718140339, 0.7694776748628, 0.7937005259841
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000506681108816598, 0.00024341316717092, 1208.63598871466, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.355296203026, 326.125035191387, 1.03597415555755, 1.1712792533906, 0.840896415253715, 0.890898718140339, 0.766577533888161, 0.7937005259841
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000506681108816598, 0.00024341316717092, 1208.63598871466, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.355296203026, 326.125035191387, 1.03597415555755, 1.1712792533906, 0.840896415253715, 0.890898718140339, 0.766577533888161, 0.7937005259841
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0.000244346553386261, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0.000244346553386261, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0.000244346553386261, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 182.625, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0.000244346553386261, 1200.94568267558, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 314.304848762647, 326.125035191387, 1.03658328636758, 1.17416452781276, 0.840896415253715, 0.890898718140339, 0.766042035271996, 0.7937005259841
547.875, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 182.625, 0.5, 1.5, 0.00284660033084166, 0.00062694801283429, 0.000473961431594476, 459.02239115943, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 245.017789559872, 263.472181842347, 0.991290637719295, 1.00627519244748, 0.594603557501361, 0.707106781186548, 0.530276470355471, 0.5
913.125, 300, 113, 225, 150, 150, 0.00189773355389444, 0.3, 182.625, 0.5, 1.5, 0.00284660033084166, 0.00062694801283429, 0.000473961431594476, 459.02239115943, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 245.017789559872, 263.472181842347, 0.991290637719295, 1.00627519244748, 0.594603557501361, 0.707106781186548, 0.530276470355471, 0.5
547.875, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000701075429536279, 0.000501734044484482, 429.79782597481, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 244.339575237876, 263.472181842347, 1.00287307400066, 1.02359312916151, 0.594603557501361, 0.707106781186548, 0.523146214194809, 0.5
913.125, 500, 188, 375, 250, 250, 0.00189773355389444, 0.3, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000701075429536279, 0.000501734044484482, 429.79782597481, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 244.339575237876, 263.472181842347, 1.00287307400066, 1.02359312916151, 0.594603557501361, 0.707106781186548, 0.523146214194809, 0.5
547.875, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000744785743778033, 0.000517419156734279, 415.291638140741, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.942485418549, 263.472181842347, 1.00939151087096, 1.03380056355724, 0.594603557501361, 0.707106781186548, 0.518986772902805, 0.5
913.125, 1000, 375, 750, 500, 500, 0.00189773355389444, 0.3, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000744785743778033, 0.000517419156734279, 415.291638140741, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.942485418549, 263.472181842347, 1.00939151087096, 1.03380056355724, 0.594603557501361, 0.707106781186548, 0.518986772902805, 0.5
547.875, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000816115629222586, 0.000542023818586619, 394.956180699303, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.29895215165, 263.472181842347, 1.01963277668156, 1.05044487532011, 0.594603557501361, 0.707106781186548, 0.512269972840852, 0.5
913.125, 1500, 563, 1125, 750, 750, 0.00189773355389444, 0.3, 182.625, 0.5, 1.5, 0.00284660033084166, 0.000816115629222586, 0.000542023818586619, 394.956180699303, 365.25, 142.414246954989, 154.338430815216, 1.15207659238324, 1.5, 243.29895215165, 263.472181842347, 1.01963277668156, 1.05044487532011, 0.594603557501361, 0.707106781186548, 0.512269972840852, 0.5
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000400071753073156, 0, 1398.53810709875, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.73405972412, 326.125035191387, 1.04871370401883, 1.23306463153973, 0.840896415253715, 0.890898718140339, 0.755966817377803, 0.7937005259841
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000400071753073156, 0, 1398.53810709875, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.73405972412, 326.125035191387, 1.04871370401883, 1.23306463153973, 0.840896415253715, 0.890898718140339, 0.755966817377803, 0.7937005259841
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000484368268601803, 0, 1197.52228083026, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.255623291028, 326.125035191387, 1.05782640179368, 1.27485238065267, 0.840896415253715, 0.890898718140339, 0.748247931361287, 0.7937005259841
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000484368268601803, 0, 1197.52228083026, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.255623291028, 326.125035191387, 1.05782640179368, 1.27485238065267, 0.840896415253715, 0.890898718140339, 0.748247931361287, 0.7937005259841
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000506648582015796, 0, 1155.56831870476, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.129711736194, 326.125035191387, 1.06018365417863, 1.28584911251887, 0.840896415253715, 0.890898718140339, 0.746220963401506, 0.7937005259841
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000506648582015796, 0, 1155.56831870476, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.129711736194, 326.125035191387, 1.06018365417863, 1.28584911251887, 0.840896415253715, 0.890898718140339, 0.746220963401506, 0.7937005259841
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0, 1148.67394015607, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.107926825049, 326.125035191387, 1.06059045484976, 1.28775171010242, 0.840896415253715, 0.890898718140339, 0.745870450254371, 0.7937005259841
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0, 1148.67394015607, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.107926825049, 326.125035191387, 1.06059045484976, 1.28775171010242, 0.840896415253715, 0.890898718140339, 0.745870450254371, 0.7937005259841
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000400071753073156, 5.5475677140247e-05, 1398.53810709875, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.73405972412, 326.125035191387, 1.04871370401883, 1.23306463153973, 0.840896415253715, 0.890898718140339, 0.755966817377803, 0.7937005259841
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.1, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000400071753073156, 5.5475677140247e-05, 1398.53810709875, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.73405972412, 326.125035191387, 1.04871370401883, 1.23306463153973, 0.840896415253715, 0.890898718140339, 0.755966817377803, 0.7937005259841
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000484368268601803, 6.16060612364193e-05, 1197.52228083026, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.255623291028, 326.125035191387, 1.05782640179368, 1.27485238065267, 0.840896415253715, 0.890898718140339, 0.748247931361287, 0.7937005259841
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.1, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000484368268601803, 6.16060612364193e-05, 1197.52228083026, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.255623291028, 326.125035191387, 1.05782640179368, 1.27485238065267, 0.840896415253715, 0.890898718140339, 0.748247931361287, 0.7937005259841
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000506648582015796, 6.30879549236441e-05, 1155.56831870476, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.129711736194, 326.125035191387, 1.06018365417863, 1.28584911251887, 0.840896415253715, 0.890898718140339, 0.746220963401506, 0.7937005259841
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.1, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000506648582015796, 6.30879549236441e-05, 1155.56831870476, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.129711736194, 326.125035191387, 1.06018365417863, 1.28584911251887, 0.840896415253715, 0.890898718140339, 0.746220963401506, 0.7937005259841
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 6.33393242783013e-05, 1148.67394015607, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.107926825049, 326.125035191387, 1.06059045484976, 1.28775171010242, 0.840896415253715, 0.890898718140339, 0.745870450254371, 0.7937005259841
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.1, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 6.33393242783013e-05, 1148.67394015607, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.107926825049, 326.125035191387, 1.06059045484976, 1.28775171010242, 0.840896415253715, 0.890898718140339, 0.745870450254371, 0.7937005259841
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000400071753073156, 0.000215997150148141, 1398.53810709875, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.73405972412, 326.125035191387, 1.04871370401883, 1.23306463153973, 0.840896415253715, 0.890898718140339, 0.755966817377803, 0.7937005259841
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0.3, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000400071753073156, 0.000215997150148141, 1398.53810709875, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.73405972412, 326.125035191387, 1.04871370401883, 1.23306463153973, 0.840896415253715, 0.890898718140339, 0.755966817377803, 0.7937005259841
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000484368268601803, 0.000238371041185311, 1197.52228083026, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.255623291028, 326.125035191387, 1.05782640179368, 1.27485238065267, 0.840896415253715, 0.890898718140339, 0.748247931361287, 0.7937005259841
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0.3, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000484368268601803, 0.000238371041185311, 1197.52228083026, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.255623291028, 326.125035191387, 1.05782640179368, 1.27485238065267, 0.840896415253715, 0.890898718140339, 0.748247931361287, 0.7937005259841
547.875, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000506648582015796, 0.000243862542037701, 1155.56831870476, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.129711736194, 326.125035191387, 1.06018365417863, 1.28584911251887, 0.840896415253715, 0.890898718140339, 0.746220963401506, 0.7937005259841
913.125, 1000, 375, 750, 500, 500, 0.000632577851298148, 0.3, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000506648582015796, 0.000243862542037701, 1155.56831870476, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.129711736194, 326.125035191387, 1.06018365417863, 1.28584911251887, 0.840896415253715, 0.890898718140339, 0.746220963401506, 0.7937005259841
547.875, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0.000244797647717169, 1148.67394015607, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.107926825049, 326.125035191387, 1.06059045484976, 1.28775171010242, 0.840896415253715, 0.890898718140339, 0.745870450254371, 0.7937005259841
913.125, 1500, 563, 1125, 750, 750, 0.000632577851298148, 0.3, 243.5, 0.5, 1.5, 0.000948866776947222, 0.000510507538798147, 0.000244797647717169, 1148.67394015607, 1095.75, 167.67747444817, 172.47091664017, 1.05587927688445, 1.5, 311.107926825049, 326.125035191387, 1.06059045484976, 1.28775171010242, 0.840896415253715, 0.890898718140339, 0.745870450254371, 0.7937005259841
547.875, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 0, 0.8, 1.5, 0.000948866776947222, 0.00049761723568981, 0, 1392.93242043573, 1095.75, 174.572527338131, 172.47091664017, 0.976760438863616, 0.786649792857311, 333.979887119749, 326.125035191387, 0.956290021628046, 0.786649792857311, 0.913129701518615, 0.890898718140339, 0.833805851795475, 0.7937005259841
913.125, 300, 113, 225, 150, 150, 0.000632577851298148, 0, 0, 0.8, 1.5, 0.000948866776947222, 0.00049761723568981, 0, 1392.93242043573, 1095.75, 174.572527338131, 172.47091664017, 0.976760438863616, 0.786649792857311, 333.979887119749, 326.125035191387, 0.956290021628046, 0.786649792857311, 0.913129701518615, 0.890898718140339, 0.833805851795475, 0.7937005259841
547.875, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 0, 0.8, 1.5, 0.000948866776947222, 0.000510507538798147, 0, 1357.76091023411, 1095.75, 174.370316788943, 172.47091664017, 0.978985830659654, 0.807027210564687, 333.218648094676, 326.125035191387, 0.960452485187195, 0.807027210564686, 0.910982638736623, 0.890898718140339, 0.829889368079541, 0.7937005259841
913.125, 500, 188, 375, 250, 250, 0.000632577851298148, 0, 0, 0.8, 1.5, 0.000948866776947222, 0.000510507538798147, 0, 1357.76091023411, 1095.75, 174.370316788943, 172.47091664017, 0.978985830659654, 0.807027210564687, 333.218648094676, 326.125035191387, 0.960452485187195, 0.807027210564686, 0.910982638736623, 0.890898718140339, 0.829889368079541, 0.7937005259841
